rule,alpha,seed_idx,stable,hierarchy_success,joint_success,loss_time,final_prox_diam,final_dist_diam,final_delta
BR5,0.45,82,1,0,0,0,8.116902097686662,9.708451528605618,-1.5915494309189562
BR5,0.45,83,1,1,1,0,18.14366351247607,3.6605636911135933,14.483099821362478
BR5,0.45,84,0,1,0,23,27.374650211806,0.0,27.374650211806
BR5,0.45,85,1,1,1,0,20.371832715762604,0.0,20.371832715762604
BR5,0.45,86,0,0,0,20,0.0,11.61831084570836,-11.61831084570836
BR5,0.45,87,1,1,1,0,16.552114081557114,2.864788975654116,13.687325105902998
BR5,0.45,88,1,1,1,0,24.828171122335675,0.0,24.828171122335675
BR5,0.45,89,1,1,1,0,18.461973398659858,0.0,18.461973398659858
BR5,0.45,90,1,1,1,0,11.30000095952457,5.888732894400128,5.4112680651244425
BR5,0.45,91,1,1,1,0,17.984508569384175,6.366197723675815,11.618310845708361
BR5,0.45,92,0,0,0,16,3.8197186342054885,6.8436625529515,-3.0239439187460113
BR5,0.45,93,1,0,0,0,7.002817496043394,13.050705333535422,-6.047887837492028
BR5,0.45,94,1,1,1,0,20.530987658854496,0.0,20.530987658854496
BR5,0.45,95,1,1,1,0,13.050705333535419,6.0478878374920235,7.002817496043395
BR5,0.45,96,1,1,1,0,19.098593171027442,1.1140846016432675,17.984508569384175
BR5,0.45,97,1,1,1,0,20.849297545038294,0.0,20.849297545038294
BR5,0.45,98,1,1,1,0,22.122537089773456,0.0,22.122537089773456
BR5,0.45,99,1,1,1,0,12.573240504259733,6.0478878374920235,6.525352666767709
